CODE,PARENT,PARENT SCOPE,DIRECTION,INVERSE,INVERSE SCOPE,COMPARABLE,NAME,NAME_EN,NAME_RU,NAME_AR,DESCRIPTION,DESCRIPTION_EN,DESCRIPTION_RU,DESCRIPTION_AR
261,26,,REVENUE,,,True,מוקד עירוני,Municipal Emergency Center,,مركز حضري,,,,
262,26,,REVENUE,,,True,מידע לציבור,Public Information,,معلومات للجمهور,,,,
263,26,,REVENUE,,,True,השתת' בהוצאות מועצות אזוריות,Participation in Regional Councils' Expenses,,المشاركة في نفقات المجالس الإقليمية,,,,
264,26,,REVENUE,,,True,תרבות הדיור,Association for the Culture of Living,,الثقافة والإسكان,,,,
265,26,,REVENUE,,,True,מוסדות כלליים,General Institutes,,المؤسسات العامة,,,,
266,26,,REVENUE,,,True,ועדים מקומיים,Local Committees,,اللجان المحلية,,,,
267,26,,REVENUE,,,True,בטוח אלמנטרי לרשות,Municipality's Elementary Insurance,,بلدية التأمين الابتدائية,,,,
268,26,,REVENUE,,,True,מפעם - מרכז הדרכה אזורי,Mifam - Regional Guidance Center,,مفعم -مركز الإرشاد الإقليمي,,,,
269,26,,REVENUE,,,True,הכנסות שונות,Various Incomes,,المدخولات المختلفة,,,,
27,2,,REVENUE,,,True,פיתוח כלכלי,Economical Development,,التنمية الاقتصادية,,,,
271,27,,REVENUE,,,False,עידוד קייט ותיירות,Recreation and Tourism Promotion,,الترفيه والدعم السياحي,,,,
272,27,,REVENUE,,,False,ייעד תעשיה ומלאכה,Industry and Craft ??,,تشجيع الصناعة والحرف اليدوية,,,,
273,27,,REVENUE,,,False,חברות עירוניות,Municipal Companies,,الشركات البلدية,,,,
2731,273,,REVENUE,,,False,הון מניות,Shares Capital,,رأس المال,,,,
2732,273,,REVENUE,,,False,הלוואות בעלים ושטרי הון,Owners' Loans and Capital Notes,,قروض المساهمين، وتلاحظ العاصمة,,,,
28,2,,REVENUE,,,True,פיקוח עירוני,Municipal Supervision,,تفتيش البلدية,,,,
281,28,,REVENUE,,,False,פיקוח על חוקי עזר,By-Laws Supervision,,الإشراف على اللائحة الداخلية,,,,
282,28,,REVENUE,,,False,בית משפט עירוני,Municipal Court,,محكمة البلدية,,,,
29,2,,REVENUE,,,True,שירותים חקלאיים,Agricultural Services,,خدمات للمزارعين,,,,
291,29,,REVENUE,,,False,ארנונה כללית על אדמה חקלאית,General Property Tax on Agricultural Land,,إدارة خدمات المزارعين,,,,
292,29,,REVENUE,,,False,שרות השדה,Field Service,,الخدمات الميدانية,,,,
293,29,,REVENUE,,,False,מלחמה במזיקים לחקלאות,Fight against Agri Pests,,حرب الآفات الزراعية,,,,
294,29,,REVENUE,,,False,תצפיות ותחנות ניסיוניות,Observations and Experimental Stations/Ranches,,مواقع المراقبة والتجربة,,,,
295,29,,REVENUE,,,False,הדרכה חקלאית,Agricultural Guidance,,التدريب الزراعي,,,,
296,29,,REVENUE,,,False,עבודות ניקוז מקומי ואזורי,Local and Regional Drainage Works,,تصريف الأعمال المحلية والإقليمية,,,,
297,29,,REVENUE,,,False,שמירת שדות,Field Guarding,,حفظ الحقول,,,,
299,29,,REVENUE,,,False,שירותים חקלאיים אחרים,Other Agricultural Services,,الخدمات الزراعية الأخرى,,,,
3,,,REVENUE,,,True,שירותים ממלכתיים,State Services,,الخدمات الحكومية,,,,
31,3,,REVENUE,,,True,חינוך,Education,,تعليم,,,,
311,31,,REVENUE,,,True,מינהל החינוך,Educational Administration,,إدارة التعليم,,,,
312,31,,REVENUE,,,True,חינוך קדם יסודי,Pre-Elementary Education,,التعليم قبل المدرسي,,,,
3122,312,,REVENUE,,,False,גני ילדים גיל חובה,Mandatory Kindergardens,,رياض الأطفال إلزامية,,,,
3123,312,,REVENUE,,,False,גני ילדים טרום חובה,Pre-Kindergardens,,رياض الأطفال ما قبل الإلزامي,,,,
3124,312,,REVENUE,,,False,מעונות ופעוטונים,Pre-Kindergardens and child day care,,الرعاية النهارية ودور الحضانة المدارس,,,,
3125,312,,REVENUE,,,False,גני מועדון וצהרונים,After School Kindergardens,,نادي الحدائق وبرامج ما بعد المدرسة,,,,
3126,312,,REVENUE,,,False,גני ילדים לחינוך מיוחד,Special Education Kindergardens,,رياض الأطفال التربية الخاصة,,,,
3128,312,,REVENUE,,,False,קייטנה/חודש לימודים נוסף לגנ״י,Kindergardens' Summer Camp/Additional Summer Month,,مخيم صيفي / مدرسة إضافية شهر لرياض الأطفال,,,,
313,31,,REVENUE,,,True,חינוך יסודי,Elementary Eduacation,,التعليم الإبتدائي,,,,
3131,313,,REVENUE,,,False,מינהל החינוך היסודי,Elementary Education Administration,,إدارة التعليم الابتدائي,,,,
3132,313,,REVENUE,,,False,בתי״ס יסודיים,Elementary Schools,,المدارس الابتدائية,,,,
3133,313,,REVENUE,,,False,חינוך מיוחד,Special Education,,التعليم الخاص,,,,
3134,313,,REVENUE,,,False,חוגים לתלמידים מחוננים ומוכשרים,Gifted and Talented Students' Enrichment/Special Classes,,فئات الطلبة الموهوبين والمتفوقين,,,,
3135,313,,REVENUE,,,False,ישיבות קטנות ותלמודי תורה,Small Yeshivas and Talmoud Torah,,الاجتماعات الصغيرة والتلمود التوراة,,,,
3136,313,,REVENUE,,,False,חינוך משלים בבתי״ס,Complementary Education at Schools,,التعليم التكميلي في المدارس,,,,
3137,313,,REVENUE,,,False,חוות חקלאיות,Agricultural Ranches,,المزارع,,,,
3138,313,,REVENUE,,,False,קייטנות/לימודיות וחודש לימוד נוסף,Summer/Educational Camps and Additional School Month,,مخيمات تعليمية وشهر معرفة المزيد,,,,
314,31,,REVENUE,,,True,חטיבות ביניים,Junior High Schools,,مدارس الأوسط,,,,
315,31,,REVENUE,,,True,חינוך על יסודי,High School Education,,مدرسة ثانوية,,,,
3151,315,,REVENUE,,,False,מינהל החינוך העל יסודי,High Schools' Administration,,إدارة التعليم الثانوي,,,,
3152,315,,REVENUE,,,False,בתי״ס על יסודיים עיוניים,Academic High Schools,,المدارس الثانوية النظرية,,,,
3153,315,,REVENUE,,,False,בתי״ס ערב על יסודיים,Evening High Schools,,المدارس المسائية للابتدائية,,,,
3154,315,,REVENUE,,,False,ישיבות תיכוניות אולפנות ומתיבתאות,"High School Yeshivas, Girls' Religious High Schools and ???",,جلسات ثانوية אולפנות ומתיבתאות,,,,
3155,315,,REVENUE,,,False,בתי״ס על יסודיים מקצועיים,Vocational High Schools,,المدارس الثانوية والمهنية,,,,
3156,315,,REVENUE,,,False,בתי״ס על יסודיים חקלאיים,Agricultural High Schools,,المدارس الثانوية الزراعية,,,,
3157,315,,REVENUE,,,False,בתי״ס על יסודיים מקיפים,Comprehensive High Schools,,المدارس الابتدائية الشاملة,,,,
316,31,,REVENUE,,,True,חינוך גבוה,Higher Education,,التعليم العالي,,,,
3162,316,,REVENUE,,,False,אוניברסיטאות,Universities,,الجامعات,,,,
3163,316,,REVENUE,,,False,מוסדות להשכלה טכנולוגית גבוהה,Higher Technological Education Institutes,,مؤسسات التعليم التكنولوجي الرفيع,,,,
3164,316,,REVENUE,,,False,ישיבות גבוהות וכוללים,High Yeshivas and religuos Collelges,,المدارس الدينية اليهودية وتشمل,,,,
3165,316,,REVENUE,,,False,בתי מדרש למורים,Teacher Training Colleges,,بيت مدراش للمعلمين,,,,
3166,316,,REVENUE,,,False,מכללות,Colleges,,الكليات,,,,
3167,316,,REVENUE,,,False,אמנות,Art,,فن,,,,
3168,316,,REVENUE,,,False,קרן מלגות עירונית,Municipal Scholarship Fund,,صندوق المنح الدراسية في المناطق الحضرية,,,,
317,31,,REVENUE,,,True,שירותים נוספים לבתי״ס וגנ״י,Additional Services to Schools and Kindergardens,,خدمات للمدارس ورياض الأطفال,,,,
3171,317,,REVENUE,,,True,קב״ט שמירה ובטחון מוסדות חינוך,Educational Institute Guarding and Security,,ضابط أمن وأمن مؤسسات التعليم,,,,
3172,317,,REVENUE,,,True,מרכזיה פדגוגית,Pedagogical Resource Center,,مركز التربوية,,,,
3173,317,,REVENUE,,,True,שרות פסיכולוגי חינוכי,Psychoeducational Service,,الخدمة النفسية التعليمية,,,,
3174,317,,REVENUE,,,True,שרות בריאות לתלמיד,Student Health Service,,خدمة الصحة الطلابية,,,,
3175,317,,REVENUE,,,True,בטוח תלמידים,Student Insurance,,تأمين الطلاب,,,,
3176,317,,REVENUE,,,True,רווחה חינוכית,Educational Welfare,,الرعاية التعليمية,,,,
3177,317,,REVENUE,,,True,קב״סים,School Attendance Officers,,ضباط الحضور في المدارس,,,,
3178,317,,REVENUE,,,True,הסעות ילדים,Childrens' Transportation,,نقل الأطفال,,,,
3179,317,,REVENUE,,,True,שירותים אחרים,Other Services,,خدمات أخرى,,,,
318,31,,REVENUE,,,True,חינוך מבוגרים,Adult Education,,تعليم الكبار,,,,
319,31,,REVENUE,,,True,שירותי חינוך מיוחדים,Special Educational Services,,خدمات التعليم الخاص,,,,
3191,319,,REVENUE,,,False,חינוך מוכר שאינו רשמי,Recognized Non-State Education,,التعليم المعترف بها ليس رسميا,,,,
32,3,,REVENUE,,,True,תרבות,Culture,,ثقافة,,,,
321,32,,REVENUE,,,False,מינהל התרבות,Culture Administration,,إدارة الثقافة,,,,
322,32,,REVENUE,,,False,פעולות תרבות,Cultral Activities/Events,,النشطات الثقافية,,,,
323,32,,REVENUE,,,False,ספריות עירוניות,Municipal Libraries,,المكاتب المدينة,,,,
324,32,,REVENUE,,,False,מתנ״סים,Community Centers,,مراكز اجتماعية,,,,
325,32,,REVENUE,,,False,מוסיקה ומחול,Music and Dance,,الموسيقى والرقص,,,,
3251,325,,REVENUE,,,False,קונסרבטוריון,Musical Conservatory,,موسيقى الكونسرفاتوار,,,,
3252,325,,REVENUE,,,False,תזמורת עירונית,Municipal Orchestra,,أوركسترا حضرية,,,,
3254,325,,REVENUE,,,False,מקהלה עירונית,Municipal Choir,,جوقة بلدية,,,,
326,32,,REVENUE,,,False,מוקדי תרבות,Cultural Centers,,المراكز الثقافية,,,,
3261,326,,REVENUE,,,False,תיאטרונים,Theatres,,مسارح,,,,
3262,326,,REVENUE,,,False,מוזיאונים,Museums,,متاحف,,,,
3263,326,,REVENUE,,,False,גן חיות,Zoo,,حديقة الحيوانات,,,,
3264,326,,REVENUE,,,False,מוקדי תרבות אחרים,Other Cultural Centers,,مراكز ثقافية أخرى,,,,
327,32,,REVENUE,,,False,תרבות תורנית,Torah Culture,,الثقافة الدينية,,,,
328,32,,REVENUE,,,False,נוער,Youth,,شباب,,,,
3281,328,,REVENUE,,,False,מינהל הנוער,Youth Administration,,ادارة الشباب,,,,
3282,328,,REVENUE,,,False,מוקדי הפעלת נוער,Youth Activity Center,,مراكز  تشغيل الشباب,,,,
3283,328,,REVENUE,,,False,חוגי נוער,Youth Recreation,,برامج الشباب,,,,
3284,328,,REVENUE,,,False,קייטנות נוער,Youth Summer Camps,,المخيمات الصيفية للشباب,,,,
3289,328,,REVENUE,,,False,תנועות נוער,Youth Movements,,حركات الشباب,,,,
329,32,,REVENUE,,,False,ספורט,Sports,,,,,,
33,3,,REVENUE,,,True,בריאות,Health,,الصحة,,,,
332,33,,REVENUE,,,False,מרפאות,Clinics,,عيادات,,,,
3321,332,,REVENUE,,,False,מרפאות יעוץ,Consultation Clinics,,عيادات تقسيم المناطق,,,,
3322,332,,REVENUE,,,False,מרפאות כלליות,General Clinics,,عيادات عامة,,,,
3323,332,,REVENUE,,,False,מרפאות שיניים,Dental Clinics,,عيادات الأسنان,,,,
3324,332,,REVENUE,,,False,תחנות אם וילד,Child Care Clinics,,عيادات الطفل والأم,,,,
333,33,,REVENUE,,,False,בתי חולים,Hospitals,,المستشفيات,,,,
3331,333,,REVENUE,,,False,בתי חולים כלליים,General Hospitals,,المستشفيات العامة,,,,
3332,333,,REVENUE,,,False,בתי חולים אחרים,Other Hospitals,,مستشفيات أخرى,,,,
334,33,,REVENUE,,,False,בתי ספר לאחיות,Nurse Education Schools,,مدارس التمريض,,,,
335,33,,REVENUE,,,False,מוסדות בריאות אחרים,Other Health Institutions,,المؤسسات الصحية الأخرى,,,,
336,33,,REVENUE,,,False,שירותי חירום ריפואים,Emergency Health Services,,الخدمات الطبية الطارئة,,,,
3361,336,,REVENUE,,,False,מד״א,Red Magen David,,ماجن دافيد أدوم,,,,
3362,336,,REVENUE,,,False,נט״ן,ICU ambulance,,وحدة العناية الطارئة,,,,
3363,336,,REVENUE,,,False,מוקד לתורנויות של רופאים,Doctors' Rotation Call Center,,مركز تناوب الأطباء,,,,
34,3,,REVENUE,,,True,רווחה,Wellfare,,الرعاية الاجتماعية,,,,
341,34,,REVENUE,,,True,מינהל הרווחה,Wellfare Administration,,إدارة الرعاية الاجتماعية,,,,
342,34,,REVENUE,,,True,רווחת הפרט והמשפחה,Individual and Family Wellfare,,رعاية الأسرة والفرد,,,,
3422,342,,REVENUE,,,False,צרכים מיוחדים,Special Needs,,الاحتياجات الخاصة,,,,
3424,342,,REVENUE,,,False,הדרכת משפחות,Family Guidance,,الإرشاد الأسري,,,,
3425,342,,REVENUE,,,False,סמך מקצועי,Professional/Occupational Support,,الدعم المهني,,,,
343,34,,REVENUE,,,True,שירותים לילד ולנוער,Child and Youth Services,,خدمات الأطفال والشباب,,,,
3435,343,,REVENUE,,,False,פעולות קהילתיות,Community Acitivities,,الأنشطة المجتمعية,,,,
3438,343,,REVENUE,,,False,אחזקת ילדים בפנימיות,Hosting Children in Boarding Schools,,إبقاء الأطفال في المدارس الداخلية,,,,
3439,343,,REVENUE,,,False,אחזקת ילדים במעונות יום ואומנות יומיות,Hosting Children in Day Care and Foster Homes,,إبقاء الأطفال في الرعاية النهارية ودور الحضانة,,,,
344,34,,REVENUE,,,True,שירותים לזקן,Elderly Services,,خدمات المسنين,,,,
3443,344,,REVENUE,,,False,שירותים לזקן - מוסדי,Elderly Services - Institutional,,خدمات المسنين - المؤسسية,,,,
3444,344,,REVENUE,,,False,שירותים לזקן - קהילתי,Services for the Elderly - Community,,خدمات المسنين - المجتمع,,,,
3445,344,,REVENUE,,,False,תעסוקה ומרכזי יום לקשיש,Occupational and Day Care Centers for the Elderly,,توظيف والمراكز النهارية للمسنين,,,,
345,34,,REVENUE,,,True,שירותים למפגר,Services to the Retarded,,خدمات للمعاقين,,,,
3451,345,,REVENUE,,,False,סידור מפגרים במוסדות,Placement of Retarded in Institutions,,تنظيم المعوقين في المؤسسات,,,,
3452,345,,REVENUE,,,False,סידור מפגרים במסגרות יום,Placement of Retarded in Daily Establishments,,تنظيم المعوقين في إطارات,,,,
3453,345,,REVENUE,,,False,שירותים למפגר - קהילתי,Community Services for the Retarded,,خدمات يوم للمعاقين - اجتماعي,,,,
3454,345,,REVENUE,,,False,מפעלי תעסוקת למפגר ומע״ש,Occupational Plants for the Retarded and ???,,مصانع توظيف للمعاقين,,,,
346,34,,REVENUE,,,True,שירותי שיקום,Rehabilitation Services,,خدمات إعادة التأهيل,,,,
3461,346,,REVENUE,,,False,שיקום העיוור - אחזקה במוסדות,Rehabilitation of the Blind - ?? in Institutions,,إعادة تأهيل الأعمى-صيانة المؤسسات,,,,
3462,346,,REVENUE,,,False,שיקום העיוור - מעונות יום,Rehabilitation of the Blind - Day Care Establishments,,إعادة تأهيل الأعمى-صيانة,,,,
3463,346,,REVENUE,,,False,טיפול בעיוור בקהילה,Treatment of the Blind in the Community,,الرعاية المجتمعية للأعمى,,,,
3464,346,,REVENUE,,,False,מפעלי תעסוקה לעיוורים,Occupational Plants for the Blind,,مصانع توظيف للأعمى,,,,
3465,346,,REVENUE,,,False,נכים - שיקום במוסדות,Disabled - Rehabilitation In Institutes,,معاق - مؤسسات إعادة التأهيل,,,,
3466,346,,REVENUE,,,False,נכים - אחזקה במסגרות יום,Disabled - Engagement In Institutes,,معاق - صيانة المؤسسات,,,,
3467,346,,REVENUE,,,False,נכים - טיפול בקהילה,Disabled - Teatment in the Community,,يوم معاقين - الرعاية المجتمعية,,,,
3469,346,,REVENUE,,,False,נכים - שיקום במפעלי תעסוקה,Disabled - Rehabilitation in Industrial Plants,,معاق - إعادة التأهيل في مصانع توظيف,,,,
347,34,,REVENUE,,,True,שירותי תיקון,Correctional Services,,خدمات إصلاح,,,,
3471,347,,REVENUE,,,False,טיפול בחבורות רחוב ונוער במצוקה,Treating Street Gangs and at-risk Youth,,علاج عصابات الشوارع والشباب المضطرب,,,,
3472,347,,REVENUE,,,False,חסות נוער,Youth Protection Authority,,حماية الشباب,,,,
3473,347,,REVENUE,,,False,סמים,Drugs,,المخدرات,,,,
3474,347,,REVENUE,,,False,מפתנים,Occupational Plants for youth,,عتبات,,,,
348,34,,REVENUE,,,True,עבודה קהילתית,Community Work,,العمل الاجتماعي,,,,
3482,348,,REVENUE,,,False,מרכזים קהילתיים,Community Centers,,المراكز الاجتماعية,,,,
3483,348,,REVENUE,,,False,התנדבות,Volunteering,,تطوع,,,,
3484,348,,REVENUE,,,False,שרות יעוץ לאזרח שי״ל,Citizen Advisory Service,,الخدمات الاستشارية المدنية,,,,
3485,348,,REVENUE,,,False,שיקום שכונות,Neighborhood Rehabilitation,,تجديد أحياء,,,,
349,34,,REVENUE,,,True,שירותים לעולים,Emmigrant Services,,خدمات المهاجرين,,,,
35,3,,REVENUE,,,True,דת,Religion/Religious,,دين,,,,
351,35,,REVENUE,,,False,שירותים דתיים יהודיים,Jewish Religious Services,,المشاركة في المجلس الديني الميزاني,,,,
352,35,,REVENUE,,,False,שירותי דת לקראים,Karaian Religious Services,,קראים?!,,,,
353,35,,REVENUE,,,False,שירותי דת למוסלמים,Muslim Religious Services,,الخدمات الدينية للمسلم,,,,
354,35,,REVENUE,,,False,שירותי דת לעדות נוצריות,Christian Groups Religious Services,,الخدمات الدينية للطوائف المسيحية,,,,
355,35,,REVENUE,,,False,שירותי דת לדרוזים,Druse Religious Services,,الخدمات الدينية للدرزي,,,,
356,35,,REVENUE,,,False,שירותי דת יהודיים כלליים,General Jewish Religious Services,,الخدمات الدينية اليهودية العامة,,,,
357,35,,REVENUE,,,False,שירותי דת במועצות אזוריות,Religious Services in Regional Municipalities/Governesses,,الخدمات الدينية في المجالس الإقليمية,,,,
359,35,,REVENUE,,,False,שירותי דת שונים,Various Religious Services,,الخدمات الدينية المختلفة,,,,
36,3,,REVENUE,,,True,קליטת עליה,Emmigration Absorption,,استيعاب المهاجرين,,,,
369,36,,REVENUE,,,False,שירותים שונים לקליטת העלייה,Various Emmigration Absorption Services,,خدمات مختلفة لاستيعاب المهاجرين,,,,
37,3,,REVENUE,,,True,איכות הסביבה,Environmental Protection/Quality,,جودة البيئة,,,,
379,37,,REVENUE,,,False,שירותים שונים לאיכות הסביבה,Various Services to Environmental Quality,,خدمات أخرى لجودة البيئة,,,,
4,,,REVENUE,,,True,מפעלים,Plants/Enterprises,,مصانع,,,,
41,4,,REVENUE,,,True,מים,Water,,المياه,,,,
411,41,,REVENUE,,,False,מינהל המים,Water Administration,,إدارة المياه,,,,
412,41,,REVENUE,,,False,גביה,Tax Collection,,جمع,,,,
413,41,,REVENUE,,,False,משק המים,Water Economy,,تشغيل وصيانة المياه,,,,
4131,413,,REVENUE,,,False,אגרות מים (צריכה שוטפת),Water Fees (Consumption),,شراء المياه,,,,
4132,413,,REVENUE,,,False,אגרות מים אחרות (מוני מים),Other Water Fees  (Water Meters),,صيانة نظام إنتاج المياه,,,,
42,4,,REVENUE,,,True,בתי מטבחיים,Slaughter Houses,,المسالخ,,,,
422,42,,REVENUE,,,False,בתי מטבחיים עירוניים,Municipal Slaughter House,,المسالخ البلدية,,,,
423,42,,REVENUE,,,False,בתי מטבחיים באגוד ערים,Associated Cities ??Slaughter House,,مسالخ البلدية المرتبطة,,,,
43,4,,REVENUE,,,True,נכסים,Properties,,ممتلكات,,,,
431,43,,REVENUE,,,False,מינהל הנכסים,Properties Administration,,إدارة الممتلكات,,,,
432,43,,REVENUE,,,False,דירות,Apartments,,الشقق,,,,
433,43,,REVENUE,,,False,משרדים ועסקים,Offices and Businesses,,المكاتب والشركات,,,,
434,43,,REVENUE,,,False,מבני מלאכה ותעשיה,Industrial and Worshop Buildings,,ورشة عمل والصناعة,,,,
435,43,,REVENUE,,,False,קרקעות,Land,,الأراضي,,,,
436,43,,REVENUE,,,False,אכסניות נוער,Youth Hostels,,بيوت الشباب,,,,
437,43,,REVENUE,,,False,שווקים,Markets,,الأسواق,,,,
438,43,,REVENUE,,,False,משרדי הרשות,Municipality Offices,,مكاتب السلطة,,,,
439,43,,REVENUE,,,False,נכסים אחרים,Other properties,,ممتلكات أخرى,,,,
44,4,,REVENUE,,,True,תחבורה,Transportation,,وسيلة نقل,,,,
442,44,,REVENUE,,,False,אוטובוסים,Busses,,الباصات,,,,
4421,442,,REVENUE,,,False,שרות אוטובוסים בהפעלת הרשות,Bus Service Municipality-Operated,,خدمة خدمة بتشغيل السلطة,,,,
4422,442,,REVENUE,,,False,שרות אוטובוסים ציבוריים,Public Bus Service,,خدمة الباصات العامة,,,,
4423,442,,REVENUE,,,False,תחנות אוטובוסים,Bus Stations,,محطات الباصات,,,,
443,44,,REVENUE,,,False,חניה למכוניות,Car Parking,,مواقف للسيارات,,,,
4431,443,,REVENUE,,,False,מגרשי חניה,Parking Lots,,مواقف,,,,
4432,443,,REVENUE,,,False,כרטיסי חניה ומדחנים,Parking Cards and Street Meters,,تذاكر وقوف السيارات وعدادات مواقف السيارات,,,,
444,44,,REVENUE,,,False,חניה למוניות,Taxi Parking Lots,,مواقف لسيارات الأجرة,,,,
445,44,,REVENUE,,,False,רכבות,Trains,,القطارات,,,,
45,4,,REVENUE,,,True,מפעלי תעסוקה,Occupational Plants,,مصانع توظيف,,,,
46,4,,REVENUE,,,True,חשמל,Electricity,,كهرباء,,,,
47,4,,REVENUE,,,True,מפעל הביוב,Sewage Plant,,مصنع لمياه الصرف الصحي,,,,
471,47,,REVENUE,,,False,מינהל הביוב,Sewage Administration,,إدارة مياه الصرف الصحي,,,,
472,47,,REVENUE,,,False,ביוב עירוני,Municipal Sewage,,مياه الصرف الصحي في المناطق الحضرية,,,,
473,47,,REVENUE,,,False,טיהור מי ביוב,Sewage Purification,,اعاده تدوير مياه الصرف الصحي,,,,
474,47,,REVENUE,,,False,ריקון בורות שופכין,Cesspool Drainage,,تفريغ حفر النفايات,,,,
48,4,,REVENUE,,,True,מפעלים אחרים,Other Plants,,مصانع أخرى,,,,
5,,,REVENUE,,,True,תקבולים בלתי רגילים,Unusual  Paybacks,,مدفوعات غير عادية,,,,
51,5,,REVENUE,,,True,ריבית והחזר הוצאות משנים קודמות,Previous Years Interest and Expenses Returns,,الفائدة وسداد المصروفات من السنوات السابقة,,,,
511,51,,REVENUE,,,False,ריבית ודיבידנדים,Interest and Dividents,,الفوائد والأرباح,,,,
513,51,,REVENUE,,,False,תקבולים מהחזר הוצאות משנים קודמות,Revenues from Previous Years Expenses Returns,,العائدات من سداد نفقات من السنوات السابقة,,,,
59,5,,REVENUE,,,True,החזר מקרנות והכנסות מיוחדות,Returns from Funds and Special Revenues,,عائدات من الأموال والإيرادات الخاصة,,,,
591,59,,REVENUE,,,True,החזרות מקרנות,Returns from Funds,,اعادات من الأموال,,,,
5911,591,,REVENUE,,,False,החזרות מקרן למחסנים,Returns from Storage Fund,,عوائد من صندوق التخزين,,,,
5912,591,,REVENUE,,,False,החזרות מקרו למניות,Returns from Shares Fund,,عوائد من صندوق أسهم,,,,
5913,591,,REVENUE,,,False,החזרות מקרן הלוואות לעובדים,Paybacks from Employee Loan Fund,,عوائد من صندوق القروض للموظفين,,,,
5914,591,,REVENUE,,,False,החזרות מקרך גמ״ח לועדים מקומיים,Paybacks from Local Employee Representative Non-Profit Help Fund,,عوائد من صندوق اللجان المحلية,,,,
5915,591,,REVENUE,,,False,החזרות מקרן לחידוש רכב וציוד,Returns from Vehicle and Equipment Renewal,,عوائد من صندوق تجديد وتأجير المعدات,,,,
5916,591,,REVENUE,,,False,החזרות מקרן לשיכונים,Returns from Housing Fund,,عوائد من صندوق الأحياء,,,,
5919,591,,REVENUE,,,False,החזרות מקרנות אחרות,Returns from other funds,,عوائد من صنادبق اخرى,,,,
594,59,,REVENUE,,,True,הכנסות מיוחדות ובלתי נצפות מראש,Special and Unforseenable Revenues,,دخل خاص غير المخطط له,,,,
599,59,,REVENUE,,,True,הכנסות לכיסוי גרעון,Revenues for Deficit Recovery,,الإيرادات لتغطية العجز,,,,
5991,599,,REVENUE,,,False,העברת מענק לכיסוי גרעון מצטבר,Transfer of Grant for Cummulative Deficit Recovery,,نقل منح لتغطية العجز المتراكم,,,,
5992,599,,REVENUE,,,False,יתרה מתקציבים רגילים קודמים,Balance from Regular Budgets,,موازنة من ميزانيات العادية السابقة,,,,
5999,599,,REVENUE,,,False,הלוואות לאיזון התקציב הרגיל,Loans for Regular Budget Balancing,,القروض لتوازن الميزانية  العادية,,,,
